timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1724522987816,667,Search Pet,200,OK,Thread Group 1-263,text,true,,21601,184,180,180,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,653,0,0
1724522987540,958,Search Pet,200,OK,Thread Group 1-156,text,true,,20512,184,179,179,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,631,0,0
1724522987484,1014,Search Pet,200,OK,Thread Group 1-187,text,true,,46051,189,179,179,https://petstore.swagger.io/v2/pet/findByStatus?status=available,637,0,0
1724522985663,2841,Create Pet,200,OK,Thread Group 1-356,text,true,,495,415,177,177,https://petstore.swagger.io/v2/pet,2841,0,2526
1724522987107,1401,Search Pet,200,OK,Thread Group 1-329,text,true,,19207,191,177,177,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,1400,0,0
1724522987253,1266,Search Pet,200,OK,Thread Group 1-349,text,true,,46195,189,176,176,https://petstore.swagger.io/v2/pet/findByStatus?status=available,622,0,0
1724522987787,746,Search Pet,200,OK,Thread Group 1-252,text,true,,21956,191,175,175,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,728,0,0
1724522987311,1224,Search Pet,200,OK,Thread Group 1-374,text,true,,46195,189,174,174,https://petstore.swagger.io/v2/pet/findByStatus?status=available,604,0,0
1724522986385,2155,Search Pet,200,OK,Thread Group 1-100,text,true,,14007,184,173,173,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,2155,0,0
1724522987398,1153,Search Pet,200,OK,Thread Group 1-367,text,true,,46035,189,172,172,https://petstore.swagger.io/v2/pet/findByStatus?status=available,1006,0,0
1724522987310,1253,Search Pet,200,OK,Thread Group 1-376,text,true,,20343,191,171,171,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,1232,0,0
1724522987074,1489,Search Pet,200,OK,Thread Group 1-311,text,true,,46326,189,171,171,https://petstore.swagger.io/v2/pet/findByStatus?status=available,949,0,0
1724522987940,630,Search Pet,200,OK,Thread Group 1-274,text,true,,21756,184,169,169,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,611,0,0
1724522987259,1316,Search Pet,200,OK,Thread Group 1-332,text,true,,46195,189,168,168,https://petstore.swagger.io/v2/pet/findByStatus?status=available,628,0,0
1724522985845,2742,Create Pet,200,OK,Thread Group 1-400,text,true,,495,415,167,167,https://petstore.swagger.io/v2/pet,2742,0,2416
